index,MDT-O ,Object,Set #,Lure Rating,Notes,notes2,hash
536,082a_1.jpg,sawhorse,2,,,save,082-2
537,082b_1.jpg,sawhorse,2,3,,save,082-2
538,083a_1.jpg,aluminium can,2,,,save,083-2
539,083b_1.jpg,aluminium can,2,4,,save,083-2
540,084a_1.jpg,chalkboard,2,,,save,084-2
541,084b_1.jpg,chalkboard,2,3,,save,084-2
542,085a_2.jpg,aloe vera,2,,,save,085-2
543,085b_2.jpg,aloe vera,2,1,,save,085-2
544,086a_1.jpg,silverwear box,2,,,save,086-2
545,086b_1.jpg,silverwear box,2,2,,save,086-2
546,087a_2.jpg,bassinet,2,,,save,087-2
547,087b_2.jpg,bassinet,2,3,,save,087-2
548,088a_1.jpg,cowboy hat,2,,,save,088-2
549,088b_1.jpg,cowboy hat,2,5,,save,088-2
550,089a_1.jpg,envelope,2,,,save,089-2
551,089b_1.jpg,envelope,2,2,,save,089-2
552,090a_1.jpg,cork,2,,,save,090-2
553,090b_1.jpg,cork,2,4,,save,090-2
554,091a_2.jpg,water heater,2,,,save,091-2
555,091b_2.jpg,water heater,2,3,,save,091-2
556,092a_1.jpg,first place ribbon,2,,,save,092-2
557,092b_1.jpg,first place ribbon,2,4,,save,092-2
558,093a_2.jpg,robe,2,,,save,093-2
559,093b_2.jpg,robe,2,1,,save,093-2
560,094a_1.jpg,ladder,2,,,save,094-2
561,094b_1.jpg,ladder,2,4,,save,094-2
562,095a_2.jpg,circuit board,2,,,save,095-2
563,095b_2.jpg,circuit board,2,2,,save,095-2
564,096a_1.jpg,robot clock,2,,,save,096-2
565,096b_1.jpg,robot clock,2,2,,save,096-2
566,097a_1.jpg,mail,2,,,save,097-2
567,097b_1.jpg,mail,2,5,,save,097-2
568,098a_1.jpg,candy cane,2,,,save,098-2
569,098b_1.jpg,candy cane,2,4,,save,098-2
570,100a_2.jpg,rabbit,2,,,save,100-2
571,100b_2.jpg,rabbit,2,1,,save,100-2
572,101a_2.jpg,heart container,2,,,save,101-2
573,101b_2.jpg,heart container,2,4,,save,101-2
574,102a_1.jpg,bike,2,,,save,102-2
575,102b_1.jpg,bike,2,5,,save,102-2
576,103a_1.jpg,thermos,2,,,save,103-2
577,103b_1.jpg,thermos,2,5,,save,103-2
580,105a_1.jpg,snorkel,2,,,save,105-2
581,105b_1.jpg,snorkel,2,3,,save,105-2
582,106a_2.jpg,yellow bag,2,,,save,106-2
583,106b_2.jpg,yellow bag,2,5,,save,106-2
584,107a_2.jpg,tent,2,,,save,107-2
585,107b_2.jpg,tent,2,1,,save,107-2
586,108a_1.jpg,walkie talkie,2,,,save,108-2
587,108b_1.jpg,walkie talkie,2,2,,save,108-2
588,109a_1.jpg,flip phone,2,,,save,109-2
